연령대분류,교육수준분류,사업농업소득,자본이득소득,연령,금융위험감수,저축여부,급여소득,금융위험회피,교육수준,가구주성별,결혼상태,자녀수,직업분류1,MMMF,CDS,NMMF,STOCKS,RETQLIQ
6,4,2161823.6473,-3242.735471,75,0,3,129709.41884,0,12,1,1,0,2,0,0,0,1,1
6,4,2161823.6473,-3242.735471,75,0,3,129709.41884,0,12,1,1,0,2,0,0,0,1,1
5,4,0.0,453.98296593,66,0,3,0.0,0,12,1,2,0,3,0,0,1,1,1
5,4,0.0,443.1738477,66,0,3,0.0,0,12,1,2,0,3,0,0,1,1,1
5,4,0.0,453.98296593,66,0,3,0.0,0,12,1,2,0,3,0,0,1,1,1
5,4,0.0,453.98296593,66,0,3,0.0,0,12,1,2,0,3,0,0,1,1,1
5,4,0.0,453.98296593,66,0,3,0.0,0,12,1,2,0,3,0,0,1,1,1
5,4,52035.09519,31346.442886,69,0,3,0.0,1,12,1,1,0,2,0,0,0,1,0
5,4,31497.770541,31346.442886,69,0,3,0.0,1,12,1,1,0,2,0,0,0,1,0
5,4,15284.093186,31346.442886,69,0,3,0.0,1,12,1,1,0,2,0,0,0,1,0
5,4,50954.183367,31346.442886,69,0,3,0.0,1,12,1,1,0,2,0,0,0,1,0
5,4,47711.447896,31346.442886,69,0,3,0.0,1,12,1,1,0,2,0,0,0,1,0
2,4,0.0,0.0,43,0,3,129709.41884,0,13,1,1,0,1,0,0,0,0,0
2,4,0.0,0.0,43,0,3,129709.41884,0,13,1,1,0,1,0,0,0,0,0
2,4,0.0,0.0,43,0,3,129709.41884,0,13,1,1,0,1,0,0,0,0,0
2,4,0.0,0.0,43,0,3,129709.41884,0,13,1,1,0,1,0,0,0,0,0
2,4,0.0,0.0,43,0,3,129709.41884,0,13,1,1,0,1,0,0,0,0,0
5,2,35670.09018,0.0,70,0,3,45398.296593,0,8,1,1,0,2,0,1,0,0,1
5,2,35670.09018,0.0,70,0,3,45398.296593,0,8,1,1,0,2,0,1,0,0,1
5,2,37831.913828,0.0,70,0,3,45398.296593,0,8,1,1,0,2,0,1,0,0,1
5,2,36751.002004,0.0,70,0,3,45398.296593,0,8,1,1,0,2,0,1,0,0,1
5,2,35670.09018,0.0,70,0,3,45398.296593,0,8,1,1,0,2,0,1,0,0,1
4,3,-9.728206413,0.0,57,0,2,59450.150301,0,9,1,1,1,1,0,0,0,0,1
4,3,-9.728206413,0.0,57,0,2,59450.150301,0,9,1,1,1,1,0,0,0,0,1
4,3,-9.728206413,0.0,57,0,2,59450.150301,0,9,1,1,1,1,0,0,0,0,1
4,3,-9.728206413,0.0,57,0,2,59450.150301,0,9,1,1,1,1,0,0,0,0,1
4,3,-9.728206413,0.0,57,0,2,59450.150301,0,9,1,1,1,1,0,0,0,0,1
4,4,0.0,0.0,55,0,2,88634.769539,1,12,2,2,1,1,0,0,0,0,1
4,4,0.0,0.0,55,0,2,88634.769539,1,12,2,2,1,1,0,0,0,0,1
4,4,0.0,0.0,55,0,2,88634.769539,1,12,2,2,1,1,0,0,0,0,1
4,4,0.0,0.0,55,0,2,88634.769539,1,12,2,2,1,1,0,0,0,0,1
4,4,0.0,0.0,55,0,2,88634.769539,1,12,2,2,1,1,0,0,0,0,1
1,4,210777.80561,0.0,29,0,3,0.0,0,12,1,1,0,2,0,0,0,1,0
1,4,210777.80561,0.0,29,0,3,0.0,0,12,1,1,0,2,0,0,0,1,0
1,4,210777.80561,0.0,29,0,3,0.0,0,12,1,1,0,2,0,0,0,1,0
1,4,210777.80561,0.0,29,0,3,0.0,0,12,1,1,0,2,0,0,0,1,0
1,4,210777.80561,0.0,29,0,3,0.0,0,12,1,1,0,2,0,0,0,1,0
4,3,54045.591182,0.0,60,0,3,270227.95591,1,11,1,1,0,2,0,0,1,0,0
4,3,54045.591182,0.0,60,0,3,270227.95591,1,11,1,1,0,2,0,0,1,0,0
4,3,54045.591182,0.0,60,0,3,270227.95591,1,11,1,1,0,2,0,0,1,0,0
4,3,54045.591182,0.0,60,0,3,270227.95591,1,11,1,1,0,2,0,0,1,0,0
4,3,54045.591182,0.0,60,0,3,270227.95591,1,11,1,1,0,2,0,0,1,0,0
3,2,51883.767535,0.0,52,0,3,97282.064128,0,8,1,1,0,2,0,0,0,0,0
3,2,51883.767535,0.0,52,0,3,97282.064128,0,8,1,1,0,2,0,0,0,0,0
3,2,51883.767535,0.0,52,0,3,97282.064128,0,8,1,1,0,2,0,0,0,0,0
3,2,51883.767535,0.0,52,0,3,97282.064128,0,8,1,1,0,2,0,0,0,0,0
3,2,51883.767535,0.0,52,0,3,97282.064128,0,8,1,1,0,2,0,0,0,0,0
3,4,20537.324649,-3242.735471,50,0,3,2010495.992,0,13,1,1,2,1,0,0,1,1,1
3,4,20537.324649,-3242.735471,50,0,3,2021305.1102,0,13,1,1,2,1,0,0,1,1,1
3,4,20537.324649,-3242.735471,50,0,3,2021305.1102,0,13,1,1,2,1,0,0,1,1,1
3,4,20537.324649,-3242.735471,50,0,3,2010495.992,0,13,1,1,2,1,0,0,1,1,1
3,4,20537.324649,-3242.735471,50,0,3,2021305.1102,0,13,1,1,2,1,0,0,1,1,1
4,4,0.0,0.0,55,0,3,51883.767535,1,12,2,2,0,1,0,0,0,0,0
4,4,0.0,0.0,55,0,3,51883.767535,1,12,2,2,0,1,0,0,0,0,0
4,4,0.0,0.0,55,0,3,51883.767535,1,12,2,2,0,1,0,0,0,0,0
4,4,0.0,0.0,55,0,3,51883.767535,1,12,2,2,0,1,0,0,0,0,0
4,4,0.0,0.0,55,0,3,51883.767535,1,12,2,2,0,1,0,0,0,0,0
1,4,0.0,0.0,27,0,3,92958.416834,0,12,1,1,0,2,0,0,0,0,1
1,4,0.0,0.0,27,0,3,92958.416834,0,12,1,1,0,2,0,0,0,0,1
1,4,0.0,0.0,27,0,3,92958.416834,0,12,1,1,0,2,0,0,0,0,1
1,4,0.0,0.0,27,0,3,92958.416834,0,12,1,1,0,2,0,0,0,0,1
1,4,0.0,0.0,27,0,3,92958.416834,0,12,1,1,0,2,0,0,0,0,1
5,4,1956450.4008,0.0,68,0,3,0.0,0,12,1,1,0,3,0,0,0,1,1
5,4,1837550.1002,0.0,68,0,3,0.0,0,12,1,1,0,3,0,0,0,1,1
5,4,1837550.1002,0.0,68,0,3,0.0,0,12,1,1,0,3,0,0,0,1,1
5,4,1880786.5731,0.0,68,0,3,0.0,0,12,1,1,0,3,0,0,0,1,1
5,4,1837550.1002,0.0,68,0,3,0.0,0,12,1,1,0,3,0,0,0,1,1
2,2,0.0,0.0,42,0,2,17294.589178,1,8,2,2,1,1,0,0,0,0,1
2,2,0.0,0.0,42,0,2,19456.412826,1,8,2,2,1,1,0,0,0,0,1
2,2,0.0,0.0,42,0,2,17294.589178,1,8,2,2,1,1,0,0,0,0,1
2,2,0.0,0.0,42,0,2,17294.589178,1,8,2,2,1,1,0,0,0,0,1
2,2,0.0,0.0,42,0,2,17294.589178,1,8,2,2,1,1,0,0,0,0,1
6,1,0.0,0.0,78,0,2,0.0,1,5,1,1,0,3,0,0,0,0,0
6,1,0.0,0.0,78,0,2,0.0,1,5,1,1,0,3,0,0,0,0,0
6,1,0.0,0.0,78,0,2,0.0,1,5,1,1,0,3,0,0,0,0,0
6,1,0.0,0.0,78,0,2,0.0,1,5,1,1,0,3,0,0,0,0,0
6,1,0.0,0.0,78,0,2,0.0,1,5,1,1,0,3,0,0,0,0,0
6,4,0.0,0.0,85,0,2,0.0,0,12,2,2,0,3,0,1,0,0,1
6,4,0.0,0.0,85,0,2,0.0,0,12,2,2,0,3,0,1,0,0,1
6,4,0.0,0.0,85,0,2,0.0,0,12,2,2,0,3,0,1,0,0,1
6,4,0.0,0.0,85,0,2,0.0,0,12,2,2,0,3,0,1,0,0,1
6,4,0.0,0.0,85,0,2,0.0,0,12,2,2,0,3,0,1,0,0,1
1,1,155651.30261,0.0,32,0,3,6485.4709419,0,6,1,1,2,2,0,0,0,0,0
1,1,155651.30261,0.0,32,0,3,6485.4709419,0,6,1,1,2,2,0,0,0,0,0
1,1,155651.30261,0.0,32,0,3,6485.4709419,0,6,1,1,2,2,0,0,0,0,0
1,1,155651.30261,0.0,32,0,3,6485.4709419,0,6,1,1,2,2,0,0,0,0,0
1,1,155651.30261,0.0,32,0,3,6485.4709419,0,6,1,1,2,2,0,0,0,0,0
5,4,54045.591182,0.0,73,0,3,178350.4509,0,12,1,1,0,1,0,0,0,0,1
5,4,54045.591182,0.0,73,0,3,178350.4509,0,12,1,1,0,1,0,0,0,0,1
5,4,54045.591182,0.0,73,0,3,178350.4509,0,12,1,1,0,1,0,0,0,0,1
5,4,54045.591182,0.0,73,0,3,178350.4509,0,12,1,1,0,1,0,0,0,0,1
5,4,54045.591182,0.0,73,0,3,178350.4509,0,12,1,1,0,1,0,0,0,0,1
5,4,0.0,0.0,65,0,3,194564.12826,0,13,1,1,0,3,0,0,1,0,1
5,4,0.0,0.0,65,0,3,194564.12826,0,13,1,1,0,3,0,0,1,0,1
5,4,0.0,0.0,65,0,3,194564.12826,0,13,1,1,0,3,0,0,1,0,1
5,4,0.0,0.0,65,0,3,194564.12826,0,13,1,1,0,3,0,0,1,0,1
5,4,0.0,0.0,65,0,3,194564.12826,0,13,1,1,0,3,0,0,1,0,1
1,2,0.0,0.0,28,0,3,36751.002004,1,8,1,1,4,2,0,0,0,0,0
1,2,0.0,0.0,28,0,3,37831.913828,1,8,1,1,4,2,0,0,0,0,0
1,2,0.0,0.0,28,0,3,37831.913828,1,8,1,1,4,2,0,0,0,0,0
1,2,0.0,0.0,28,0,3,36751.002004,1,8,1,1,4,2,0,0,0,0,0
1,2,0.0,0.0,28,0,3,36751.002004,1,8,1,1,4,2,0,0,0,0,0
5,1,0.0,0.0,73,0,2,0.0,1,4,1,1,0,3,0,0,0,0,1
5,1,0.0,0.0,73,0,2,0.0,1,4,1,1,0,3,0,0,0,0,1
5,1,0.0,0.0,73,0,2,0.0,1,4,1,1,0,3,0,0,0,0,1
5,1,0.0,0.0,73,0,2,0.0,1,4,1,1,0,3,0,0,0,0,1
5,1,0.0,0.0,73,0,2,0.0,1,4,1,1,0,3,0,0,0,0,1
4,2,0.0,0.0,63,0,3,17294.589178,1,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,63,0,3,17294.589178,1,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,63,0,3,17294.589178,1,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,63,0,3,17294.589178,1,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,63,0,3,17294.589178,1,8,1,1,0,1,0,0,0,0,0
4,1,0.0,0.0,61,0,2,0.0,1,6,1,1,0,3,0,0,0,0,0
4,1,0.0,0.0,61,0,2,0.0,1,6,1,1,0,3,0,0,0,0,0
4,1,0.0,0.0,61,0,2,0.0,1,6,1,1,0,3,0,0,0,0,0
4,1,0.0,0.0,61,0,2,0.0,1,6,1,1,0,3,0,0,0,0,0
4,1,0.0,0.0,61,0,2,0.0,1,6,1,1,0,3,0,0,0,0,0
4,4,-646385.2705,13024987.475,64,0,3,0.0,0,14,1,1,0,2,1,0,0,1,1
4,4,-646385.2705,13024987.475,64,0,3,0.0,0,14,1,1,0,2,1,0,0,1,1
4,4,-673408.0661,13511397.796,64,0,3,0.0,0,14,1,1,0,2,1,0,0,1,1
4,4,-673408.0661,13024987.475,64,0,3,0.0,0,14,1,1,0,2,1,0,0,1,1
4,4,-646385.2705,13511397.796,64,0,3,0.0,0,14,1,1,0,2,1,0,0,1,1
3,2,0.0,0.0,51,0,2,49721.943888,1,8,1,2,1,1,0,0,0,0,0
3,2,0.0,0.0,51,0,2,43236.472946,1,8,1,2,1,1,0,0,0,0,0
3,2,0.0,0.0,51,0,2,32427.354709,1,8,1,2,1,1,0,0,0,0,0
3,2,0.0,0.0,51,0,2,54045.591182,1,8,1,2,1,1,0,0,0,0,0
3,2,0.0,0.0,51,0,2,42155.561122,1,8,1,2,1,1,0,0,0,0,0
4,4,2594188.3768,972820.64128,56,0,3,0.0,0,13,1,1,2,2,0,0,1,0,1
4,4,2604997.495,972820.64128,56,0,3,0.0,0,13,1,1,2,2,0,0,1,0,1
4,4,2604997.495,972820.64128,56,0,3,0.0,0,13,1,1,2,2,0,0,1,0,1
4,4,2604997.495,972820.64128,56,0,3,0.0,0,13,1,1,2,2,0,0,1,0,1
4,4,2604997.495,972820.64128,56,0,3,0.0,0,13,1,1,2,2,0,0,1,0,1
5,4,6377.3797595,0.0,66,0,3,198887.77555,0,12,1,1,0,2,0,1,0,0,1
5,4,1837.5501002,0.0,66,0,3,198887.77555,0,12,1,1,0,2,0,1,0,0,1
5,4,1837.5501002,0.0,66,0,3,198887.77555,0,12,1,1,0,2,0,1,0,0,1
5,4,2594.1883768,0.0,66,0,3,198887.77555,0,12,1,1,0,2,0,1,0,0,1
5,4,11890.03006,0.0,66,0,3,198887.77555,0,12,1,1,0,2,0,1,0,0,1
2,4,0.0,22699.148297,41,0,3,56207.41483,0,12,1,1,3,1,0,0,1,0,1
2,4,0.0,22699.148297,41,0,3,57288.326653,0,12,1,1,3,1,0,0,1,0,1
2,4,0.0,23780.06012,41,0,3,56207.41483,0,12,1,1,3,1,0,0,1,0,1
2,4,0.0,23780.06012,41,0,3,57288.326653,0,12,1,1,3,1,0,0,1,0,1
2,4,0.0,22699.148297,41,0,3,57288.326653,0,12,1,1,3,1,0,0,1,0,1
4,4,216182.36473,216182.36473,55,0,3,183755.01002,0,14,1,1,0,1,0,0,1,1,1
4,4,216182.36473,216182.36473,55,0,3,183755.01002,0,14,1,1,0,1,0,0,1,1,1
4,4,216182.36473,216182.36473,55,0,3,183755.01002,0,14,1,1,0,1,0,0,1,1,1
4,4,216182.36473,216182.36473,55,0,3,183755.01002,0,14,1,1,0,1,0,0,1,1,1
4,4,216182.36473,216182.36473,55,0,3,183755.01002,0,14,1,1,0,1,0,0,1,1,1
4,2,-1.080911824,0.0,58,0,1,25941.883768,0,8,2,2,2,2,0,0,0,0,0
4,2,-1.080911824,0.0,58,0,1,25941.883768,0,8,2,2,2,2,0,0,0,0,0
4,2,-1.080911824,0.0,58,0,1,25941.883768,0,8,2,2,2,2,0,0,0,0,0
4,2,-1.080911824,0.0,58,0,1,25941.883768,0,8,2,2,2,2,0,0,0,0,0
4,2,-1.080911824,0.0,58,0,1,25941.883768,0,8,2,2,2,2,0,0,0,0,0
3,4,-41074.6493,97282.064128,52,0,3,256176.1022,0,13,1,1,2,1,0,0,1,1,1
3,4,-41074.6493,96201.152305,52,0,3,257257.01403,0,13,1,1,2,1,0,0,1,1,1
3,4,-41074.6493,97282.064128,52,0,3,256176.1022,0,13,1,1,2,1,0,0,1,1,1
3,4,-41074.6493,97282.064128,52,0,3,256176.1022,0,13,1,1,2,1,0,0,1,1,1
3,4,-41074.6493,97282.064128,52,0,3,256176.1022,0,13,1,1,2,1,0,0,1,1,1
5,2,0.0,0.0,69,0,3,0.0,0,8,1,2,0,3,0,0,0,0,1
5,2,0.0,0.0,69,0,3,0.0,0,8,1,2,0,3,0,0,0,0,1
5,2,0.0,0.0,69,0,3,0.0,0,8,1,2,0,3,0,0,0,0,1
5,2,0.0,0.0,69,0,3,0.0,0,8,1,2,0,3,0,0,0,0,1
5,2,0.0,0.0,69,0,3,0.0,0,8,1,2,0,3,0,0,0,0,1
4,4,-1080911.824,5620741.483,56,0,3,691783.56713,0,13,1,1,6,2,0,0,1,1,1
4,4,-1080911.824,14635546.092,56,0,3,702592.68537,0,13,1,1,6,2,0,0,1,1,1
4,4,-1080911.824,12052166.834,56,0,3,691783.56713,0,13,1,1,6,2,0,0,1,1,1
4,4,-1080911.824,4323647.2946,56,0,3,969577.90581,0,13,1,1,6,2,0,0,1,1,1
4,4,-1080911.824,14635546.092,56,0,3,594501.50301,0,13,1,1,6,2,0,0,1,1,1
3,2,30265.531062,0.0,48,0,3,0.0,0,8,1,2,2,2,0,0,0,0,0
3,2,30265.531062,0.0,48,0,3,0.0,0,8,1,2,2,2,0,0,0,0,0
3,2,30265.531062,0.0,48,0,3,0.0,0,8,1,2,2,2,0,0,0,0,0
3,2,30265.531062,0.0,48,0,3,0.0,0,8,1,2,2,2,0,0,0,0,0
3,2,30265.531062,0.0,48,0,3,0.0,0,8,1,2,2,2,0,0,0,0,0
4,3,0.0,0.0,61,0,3,97282.064128,1,11,1,1,0,3,0,1,0,0,1
4,3,0.0,0.0,61,0,3,97282.064128,1,11,1,1,0,3,0,1,0,0,1
4,3,0.0,0.0,61,0,3,97282.064128,1,11,1,1,0,3,0,1,0,0,1
4,3,0.0,0.0,61,0,3,97282.064128,1,11,1,1,0,3,0,1,0,0,1
4,3,0.0,0.0,61,0,3,97282.064128,1,11,1,1,0,3,0,1,0,0,1
6,4,0.0,0.0,77,0,3,0.0,0,12,2,2,0,3,0,1,0,0,0
6,4,0.0,0.0,77,0,3,0.0,0,12,2,2,0,3,0,1,0,1,0
6,4,0.0,0.0,77,0,3,0.0,0,12,2,2,0,3,0,1,0,0,0
6,4,0.0,0.0,77,0,3,0.0,0,12,2,2,0,3,0,1,0,0,0
6,4,0.0,0.0,77,0,3,0.0,0,12,2,2,0,3,0,1,0,0,0
4,4,383723.69739,0.0,55,0,3,119981.21242,0,14,1,1,2,2,0,0,0,0,1
4,4,429121.99399,0.0,55,0,3,110253.00601,0,14,1,1,2,2,0,0,0,0,1
4,4,329678.10621,0.0,55,0,3,125385.77154,0,14,1,1,2,2,0,0,0,0,1
4,4,383723.69739,0.0,55,0,3,111333.91784,0,14,1,1,2,2,0,0,0,0,1
4,4,363186.37275,0.0,55,0,3,113495.74148,0,14,1,1,2,2,0,0,0,0,1
4,4,0.0,0.0,57,1,3,108091.18236,0,12,1,2,0,1,0,0,0,1,1
4,4,0.0,0.0,57,1,3,108091.18236,0,12,1,2,0,1,0,0,0,1,1
4,4,0.0,0.0,57,1,3,108091.18236,0,12,1,2,0,1,0,0,0,1,1
4,4,0.0,0.0,57,1,3,108091.18236,0,12,1,2,0,1,0,0,0,1,1
4,4,0.0,0.0,57,1,3,108091.18236,0,12,1,2,0,1,0,0,0,1,1
2,1,0.0,0.0,42,0,3,32427.354709,1,2,1,1,0,1,0,0,0,0,0
2,1,0.0,0.0,42,0,3,32427.354709,1,2,1,1,0,1,0,0,0,0,0
2,1,0.0,0.0,42,0,3,32427.354709,1,2,1,1,0,1,0,0,0,0,0
2,1,0.0,0.0,42,0,3,32427.354709,1,2,1,1,0,1,0,0,0,0,0
2,1,0.0,0.0,42,0,3,32427.354709,1,2,1,1,0,1,0,0,0,0,0
3,2,0.0,0.0,48,0,1,183755.01002,1,8,1,1,2,1,0,0,0,0,1
3,2,0.0,0.0,48,0,1,183755.01002,1,8,1,1,2,1,0,0,0,0,1
3,2,0.0,0.0,48,0,1,183755.01002,1,8,1,1,2,1,0,0,0,0,1
3,2,0.0,0.0,48,0,1,183755.01002,1,8,1,1,2,1,0,0,0,0,1
3,2,0.0,0.0,48,0,1,183755.01002,1,8,1,1,2,1,0,0,0,0,1
5,4,12970941.884,818250.2505,69,0,3,0.0,0,13,1,1,0,2,0,0,0,1,1
5,4,12970941.884,678812.62525,69,0,3,0.0,0,13,1,1,0,2,0,0,0,1,1
5,4,12970941.884,250771.54309,69,0,3,0.0,0,13,1,1,0,2,0,0,0,1,1
5,4,12970941.884,112414.82966,69,0,3,0.0,0,13,1,1,0,2,0,0,0,1,1
5,4,12970941.884,117819.38878,69,0,3,0.0,0,13,1,1,0,2,0,0,0,1,1
1,2,0.0,0.0,29,1,2,23780.06012,0,8,1,1,2,2,0,0,0,0,0
1,2,0.0,0.0,29,1,2,23780.06012,0,8,1,1,2,2,0,0,0,0,0
1,2,0.0,0.0,29,1,2,23780.06012,0,8,1,1,2,2,0,0,0,0,0
1,2,0.0,0.0,29,1,2,23780.06012,0,8,1,1,2,2,0,0,0,0,0
1,2,0.0,0.0,29,1,2,23780.06012,0,8,1,1,2,2,0,0,0,0,0
4,3,0.0,0.0,57,0,2,113495.74148,0,9,1,1,1,1,0,0,0,1,1
4,3,0.0,0.0,57,0,2,113495.74148,0,9,1,1,1,1,0,0,0,1,1
4,3,0.0,0.0,57,0,2,113495.74148,0,9,1,1,1,1,0,0,0,1,1
4,3,0.0,0.0,57,0,2,113495.74148,0,9,1,1,1,1,0,0,0,1,1
4,3,0.0,0.0,57,0,2,113495.74148,0,9,1,1,1,1,0,0,0,1,1
5,4,24860.971944,0.0,73,0,3,0.0,0,12,1,1,0,3,0,0,0,0,1
5,4,24860.971944,0.0,73,0,3,0.0,0,12,1,1,0,3,0,0,0,0,1
5,4,24860.971944,0.0,73,0,3,0.0,0,12,1,1,0,3,0,0,0,0,1
5,4,24860.971944,0.0,73,0,3,0.0,0,12,1,1,0,3,0,0,0,0,1
5,4,24860.971944,0.0,73,0,3,0.0,0,12,1,1,0,3,0,0,0,0,1
6,4,0.0,0.0,75,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
6,4,0.0,0.0,75,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
6,4,0.0,0.0,75,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
6,4,0.0,0.0,75,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
6,4,0.0,0.0,75,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
3,4,0.0,0.0,48,0,3,1145766.5331,0,14,1,1,3,1,0,0,1,1,1
3,4,0.0,0.0,48,0,3,1145766.5331,0,14,1,1,3,1,0,0,1,1,1
3,4,0.0,0.0,48,0,3,1145766.5331,0,14,1,1,3,1,0,0,1,1,1
3,4,0.0,0.0,48,0,3,1145766.5331,0,14,1,1,3,1,0,0,1,1,1
3,4,0.0,0.0,48,0,3,1145766.5331,0,14,1,1,3,1,0,0,1,1,1
4,2,0.0,0.0,56,0,3,64854.709419,0,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,56,0,3,61611.973948,0,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,56,0,3,62692.885772,0,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,56,0,3,63773.797595,0,8,1,1,0,1,0,0,0,0,0
4,2,0.0,0.0,56,0,3,62692.885772,0,8,1,1,0,1,0,0,0,0,0
6,3,0.0,0.0,79,0,1,0.0,0,9,1,2,0,3,0,0,0,1,0
6,3,0.0,0.0,79,0,1,0.0,0,9,1,2,0,3,0,0,0,1,0
6,3,0.0,0.0,79,0,1,0.0,0,9,1,2,0,3,0,0,0,1,0
6,3,0.0,0.0,79,0,1,0.0,0,9,1,2,0,3,0,0,0,1,0
6,3,0.0,0.0,79,0,1,0.0,0,9,1,2,0,3,0,0,0,1,0
1,2,18375.501002,0.0,28,0,3,86472.945892,0,8,1,1,1,1,0,0,1,0,1
1,2,18375.501002,0.0,28,0,3,86472.945892,0,8,1,1,1,1,0,0,1,0,1
1,2,17294.589178,0.0,28,0,3,86472.945892,0,8,1,1,1,1,0,0,1,0,1
1,2,17294.589178,0.0,28,0,3,86472.945892,0,8,1,1,1,1,0,0,1,0,1
1,2,17294.589178,0.0,28,0,3,86472.945892,0,8,1,1,1,1,0,0,1,0,1
1,4,0.0,0.0,26,0,2,47560.12024,0,13,1,2,0,1,0,0,0,0,1
1,4,0.0,0.0,26,0,2,46479.208417,0,13,1,2,0,1,0,0,0,0,1
1,4,0.0,0.0,26,0,2,46479.208417,0,13,1,2,0,1,0,0,0,0,1
1,4,0.0,0.0,26,0,2,47560.12024,0,13,1,2,0,1,0,0,0,0,1
1,4,0.0,0.0,26,0,2,46479.208417,0,13,1,2,0,1,0,0,0,0,1
2,2,54045.591182,39993.737475,39,0,3,81068.386774,0,8,1,1,0,1,0,0,0,0,0
2,2,54045.591182,17294.589178,39,0,3,81068.386774,0,8,1,1,0,1,0,0,0,0,0
2,2,54045.591182,28103.707415,39,0,3,81068.386774,0,8,1,1,0,1,0,0,0,0,0
2,2,54045.591182,16213.677355,39,0,3,81068.386774,0,8,1,1,0,1,0,0,0,0,0
2,2,54045.591182,17294.589178,39,0,3,81068.386774,0,8,1,1,0,1,0,0,0,0,0
6,4,0.0,76744.739479,90,0,3,0.0,0,12,2,2,0,3,1,0,0,0,1
6,4,0.0,76744.739479,90,0,3,0.0,0,12,2,2,0,3,1,0,0,0,1
6,4,0.0,76744.739479,90,0,3,0.0,0,12,2,2,0,3,1,0,0,0,1
6,4,0.0,76744.739479,90,0,3,0.0,0,12,2,2,0,3,1,0,0,0,1
6,4,0.0,75663.827655,90,0,3,0.0,0,12,2,2,0,3,1,0,0,0,1
5,4,-3134.644289,88634.769539,73,0,1,0.0,0,13,1,1,0,3,1,1,1,1,1
5,4,-3242.735471,88634.769539,73,0,1,0.0,0,13,1,1,0,3,1,1,1,1,1
5,4,-3134.644289,88634.769539,73,0,1,0.0,0,13,1,1,0,3,1,1,1,1,1
5,4,-3134.644289,88634.769539,73,0,1,0.0,0,13,1,1,0,3,1,1,1,1,1
5,4,-3134.644289,88634.769539,73,0,1,0.0,0,13,1,1,0,3,1,1,1,1,1
4,4,0.0,0.0,56,0,3,118900.3006,0,12,2,2,0,1,0,0,1,0,1
4,4,0.0,0.0,56,0,3,118900.3006,0,12,2,2,0,1,0,0,1,0,1
4,4,0.0,0.0,56,0,3,118900.3006,0,12,2,2,0,1,0,0,1,0,1
4,4,0.0,0.0,56,0,3,118900.3006,0,12,2,2,0,1,0,0,1,0,1
4,4,0.0,0.0,56,0,3,118900.3006,0,12,2,2,0,1,0,0,1,0,1
6,4,-25941.88377,-3242.735471,84,0,1,0.0,0,12,1,1,1,3,1,0,0,0,1
6,4,-10160.57114,-3242.735471,84,0,1,0.0,0,12,1,1,1,3,1,0,0,0,1
6,4,-18375.501,-3242.735471,84,0,1,0.0,0,12,1,1,1,3,1,0,0,0,1
6,4,-18375.501,-3242.735471,84,0,1,0.0,0,12,1,1,1,3,1,0,0,0,1
6,4,-15132.76553,-3242.735471,84,0,1,0.0,0,12,1,1,1,3,1,0,0,0,1
5,4,8647.2945892,30265.531062,69,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
5,4,10809.118236,29184.619238,69,0,3,0.0,0,12,1,1,0,3,1,1,0,0,1
5,4,5728.8326653,31346.442886,69,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
5,4,15132.765531,32427.354709,69,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
5,4,15132.765531,28103.707415,69,0,3,0.0,0,12,1,1,0,3,0,1,0,0,1
5,2,2161.8236473,3307590.1804,66,0,3,0.0,0,8,1,1,0,3,1,0,0,0,1
5,2,2161.8236473,3134644.2886,66,0,3,0.0,0,8,1,1,0,3,1,0,0,0,1
5,2,2161.8236473,3134644.2886,66,0,3,0.0,0,8,1,1,0,3,1,0,0,0,1
5,2,2161.8236473,3307590.1804,66,0,3,0.0,0,8,1,1,0,3,1,0,0,0,1
5,2,2161.8236473,2972507.515,66,0,3,0.0,0,8,1,1,0,3,1,0,0,0,1
1,2,0.0,0.0,33,0,1,9728.2064128,1,8,1,2,1,2,0,0,0,0,1
1,2,0.0,0.0,33,0,1,9728.2064128,1,8,1,2,1,2,0,0,0,0,1
1,2,0.0,0.0,33,0,1,10268.662325,1,8,1,2,1,2,0,0,0,0,1
1,2,0.0,0.0,33,0,1,9728.2064128,1,8,1,2,1,2,0,0,0,0,1
1,2,0.0,0.0,33,0,1,10592.935872,1,8,1,2,1,2,0,0,0,0,1
4,4,0.0,0.0,57,0,2,81068.386774,0,12,1,1,2,1,0,0,0,0,1
4,4,0.0,0.0,57,0,2,81068.386774,0,12,1,1,2,1,0,0,0,0,1
4,4,0.0,0.0,57,0,2,81068.386774,0,12,1,1,2,1,0,0,0,0,1
